Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
04 Mart 2025,Boy: 178cm,Kilo: 75kg,Beden: M,Nefis duruyo yırtmacı vb,TRENDYOLMİLLA Premium Kahverengi Degaje Yaka Sıfır Kol Astarlı Maxi Örme Elbise TWOSS25EL00435
25 Şubat 2025,Boy: 168cm,Kilo: 75kg,Beden: XL,Kesinlikle efsaneeeeee🫶🫶🫶 çok zarif bir elbise oldukça esnek ve rahat. Kurtarıcı bir parça ✋️🤩🤌 168 boy 77 kg 42 beden (hamilelik sebebiyle büyük beden tercih ettim çok rahat 40 beden de alinabilir),TRENDYOLMİLLA Premium Kahverengi Degaje Yaka Sıfır Kol Astarlı Maxi Örme Elbise TWOSS25EL00435
24 Haziran 2024,Boy: 180cm,Kilo: 75kg,Beden: 42,Güzel elbise,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
21 Haziran 2024,Boy: 160cm,Kilo: 57kg,Beden: 34,Yeri çok güzel ama iç gösteriyor,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
11 Haziran 2024,Boy: 164cm,Kilo: 68kg,Beden: 42,Kumaşı çok güzel,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
29 Ekim 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: 42,Tatlı ama rengi soluk,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
12 Ekim 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 36,Öyle güzel ki tam yazlık,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
26 Ağustos 2024,Boy: 165cm,Kilo: 54kg,Beden: 36,Tam beden ve çok tatlı bir elbise. Biraz iç gösteriyor ama uygun iç çamaşırıyla sorun olmaz. Çok beğendim. 260 liraya indirimde denk geldiğim için çok mutluyum.,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
05 Ağustos 2024,Boy: 157cm,Kilo: 55kg,Beden: 36,göründüğü gibi,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
31 Temmuz 2024,Boy: 155cm,Kilo: 55kg,Beden: 36,rengi dokusu çok güzel ama dikişler hemen atıyor ve yırtıliyor elbise. bir defa giydim ve çöp oldu.,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
25 Temmuz 2024,Boy: 163cm,Kilo: 49kg,Beden: 34,Nevresim takımı giymiş gibi oldu…,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
05 Temmuz 2024,Boy: 160cm,Kilo: 72kg,Beden: 42,Çok dandik ilk giymede arka dikişleri patladı,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
28 Haziran 2024,Boy: 158cm,Kilo: 50kg,Beden: 36,Tam yazlık bir parça ama ketenimsi bir kumaşı varmış fakat içinde astarı yok.,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
24 Haziran 2024,Boy: 158cm,Kilo: 50kg,Beden: 36,Tahmin ettiğimden daha güzeldi.,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
21 Haziran 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 40,kızım için aldım çok beğendi,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
20 Haziran 2024,Boy: 165cm,Kilo: 62kg,Beden: 40,"Kumaş kalitesi fena değil,renk fotodaki gibi, 40 beden aldım (1.65cm, 62 kg) boyu diz üstü gayet güzel boy, kalıp bana hafif bol oldu fakat rahat olsun yaz sıcağı için ideal.",TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
14 Haziran 2024,Boy: 160cm,Kilo: 44kg,Beden: 34,Kumasi cok guzel tam beden alabilirsiniz,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
11 Haziran 2024,Boy: 161cm,Kilo: 50kg,Beden: 34,"Ürünün kumaşı çok ince, yaz ayları için ideal bir durum fakat iç gösteriyor. İçine illa ki astar giymek gerekiyor. Yazın da kat kat giymek beni bunalttığı için iade ettim. Bi de kalıbı çok düz bilginiz olsun.",TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
19 Aralık 2024,Boy: 162cm,Kilo: 78kg,Beden: 38,Ürün defolu geldi denemeden iade ettim ayrıca görüldüğü gibi değil çok basit duruyor penye,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
06 Eylül 2024,Boy: 160cm,Kilo: 64kg,Beden: 38,Duruşu güzel ama 2 gün giydim yırtıldı kumaşı dandik:(,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
31 Ağustos 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 38,İlk giyişimde üstünde dikişi söküldü çok kalitesiz,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
17 Ağustos 2024,Boy: 155cm,Kilo: 57kg,Beden: 38,"bu fiyata güzel bol,keten gibi, günlük",TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
16 Ağustos 2024,Boy: 158cm,Kilo: 55kg,Beden: 40,Kumaşı çok rahat ve o k kadar hanım hanımcık ki etek boyu mini değil bence çok ideal bir boy bayıldım bunaaa,TRENDYOLMİLLA Pembe Çiçek Desenli Düz Kesim Mini Dokuma Elbise TWOSS24EL00936
