Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
11 Mart 2025,Boy: 155cm,Kilo: 67kg,Beden: 42,"rengi , kumaşı iyi fakat A kesimi çok abartmışlar etek ucuna doğru fazla bir geniş ..resimdeki gibi durmuyor yani 155 boy 68 kilo 42 beden omuz ve göğüs gayet iyi , 40 da olabilirmiş fakat etek ucundaki genişlik güzel durmuyor tadilat ile iade arasında kaldım 🤷‍♀️🤷‍♀️",TRENDYOLMİLLA Mavi Cep Detaylı Loose Mini Denim Gömlek Elbise TWOSS25EL00008
05 Şubat 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 36,Alt kısmı çok bol.. Mankendeki gibi değil.. İade ettim. Ama kumaşı güzel,TRENDYOLMİLLA Mavi Cep Detaylı Loose Mini Denim Gömlek Elbise TWOSS25EL00008
27 Ekim 2024,Boy: 170cm,Kilo: 99kg,size: 48,Ailelerin tanışmaya geleceği gün almıştım biraz dekolte bol gelmişti ama çok severek beğenerek giydim terzide dekolte daraltılır vakit olmadığı için yaptırmamıştım onun haricinde herkes de begendi kurtarıcı bir ürün 100 kilo olan birisiyim 46 beden de alsam olurmuş ❤️,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
08 Ekim 2024,Boy: 178cm,Kilo: 100kg,Beden: 48,"Çok güzel bir elbise, beliniz inceyse 1 beden küçüğünü söylemelisiniz 🙏🏻",Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
24 Eylül 2024,Boy: 178cm,Kilo: 100kg,Beden: 50,ben kivircik hemsireye ve gökceye cok tesekurediyorum onlarin sayesinde boyle guzel elbiseler giyoruz not 50 beden,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
04 Şubat 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,ürün gerçekten süper kumaşı boyu çok iyi fakat ben 44 beden giymeme rağmen okuduğum yorumlara göre 46 beden şipariş verdım ve tam oldu sanırım kalıbı ozellıkle bel kısmı dar biraz 161 boy 84 kiloyum 44 beden tam olur normalde ıyıkı 46 beden şiparıs vermısım,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
10 Ocak 2025,Boy: 168cm,Kilo: 82kg,Beden: 46,elbisenin boyu rengi vs çok güzel. ama dikisleri kötü 2. iadem olacak dikişleri kontrol eden kimse yok heralde etek ucu eğri büğrü terziye verilip düzeltirilmesi lazım boşuna masraf yani malesef iade.,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
04 Ocak 2025,Boy: 170cm,Kilo: 95kg,Beden: 44,Elbise Harika.... Çok Beğendim... A Kalite ......,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
02 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,𝙷𝚊𝚛𝚒𝚔𝚊 𝚋𝚒𝚛 𝚎𝚕𝚋𝚒𝚜𝚎 𝚝𝚊𝚖 𝚋𝚎𝚍𝚎𝚗 𝚊𝚕𝚊𝚋𝚒𝚕𝚒𝚛𝚜𝚒𝚗𝚒𝚣,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
27 Aralık 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 44,çok rahat güzel oldu harikaa,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
26 Aralık 2024,Boy: 172cm,Kilo: 105kg,Beden: 50,ürün harika,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
26 Aralık 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,Bukadar hızlı elime ulaşacağını tahmin etmemiştim birgunde geldi elbisem çok güzel tril tril tam beden alabilirsnz tsk ederim satıcıya 🤗,Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise
