Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
05 Eylül 2024,Boy: 168cm,Kilo: 58kg,Beden: 36,Neden yıldızı düşük bir elbise anlamadım 🤷🏼‍♀️ Ütü istemeyen gayet spor ve şıklık arasında kalan güzel bir elbise . Boyum 168 görseldeki gibi oldu elbisenin boyu gayet idealdı . Sadece göğüs kısmında detayı biraz açık beni rahatsız etmedi,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
08 Temmuz 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 38,Bir beden küçük alınmalı,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
05 Kasım 2024,Boy: 171cm,Kilo: 63kg,size: 40,kumaşı çok kalın.sicakta kesinlikle giyilmiyor,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
19 Ekim 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: 40,Elbise güzel ama Etek kısmı basenliyseniz eğer çok güzel durmuyor,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
26 Temmuz 2024,Boy: 165cm,Kilo: 72kg,Beden: 40,kesinlikle alın tam beden ve harika bir elbise,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
13 Temmuz 2024,Boy: 160cm,Kilo: 78kg,Beden: 40,Ürün tam göründüğü gibi 42 beden giymeme rağmen yorumlara bakarak 40 sipariş verdim ve oldu ama ürünü giymesi ve çıkarması çok zor ter içinde kaldım. Yandan fermuar olsaymış ve gitmesi bu kadar zor olmasaymış benimle kalırdı ama üzülerek iade. Ürün astarlı bu arada iç belli etmiyor kesinlikle. Yazın giyilecek bir elbise değil çok kalın,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
13 Temmuz 2024,Boy: 174cm,Kilo: 70kg,Beden: 38,Hanım hanımcık bir elbise bir beden küçük alın çok cici,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
24 Aralık 2024,Boy: 168cm,Kilo: 62kg,Beden: 36,Çok güzel ama pile gibi olan kısımları epri büğrü dikilmiş,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
23 Ağustos 2024,Boy: 165cm,Kilo: 70kg,Beden: 40,Kumaşı kalın ve iç göstermeyecek olmasına rağmen içinde naylon bir astar var. İade ediyorum.,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
15 Ağustos 2024,Boy: 168cm,Kilo: 52kg,Beden: 34,Elbise güzsl ama astarı var ve çok kalın sıcakta yakıyor cidden yazlık elbiseye neden böyle astar yapılır ki çok saçma,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
13 Ağustos 2024,Boy: 171cm,Kilo: 60kg,Beden: 38,Çok tatlı elbise ama kalın. Mevsimlik giyilebilir,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
09 Ağustos 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,Kumaşı düşündüğümden bi tık kalın ama günlük kullanım için güzel ben 1 beden büyük aldım güzel,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
22 Temmuz 2024,Boy: 167cm,Kilo: 80kg,Beden: 40,Çok tatlı bir elbise 1.67 boy 80 kiloyum 40 beden aldım tam oldu,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
22 Temmuz 2024,Boy: 160cm,Kilo: 64kg,Beden: 40,Ürün ters dikilmiş,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
22 Temmuz 2024,Boy: 165cm,Kilo: 80kg,Beden: 40,165 boy 80 kiloya 40 beden aldım kalıbı geniş. Tam oldu belinde lastik var. İçi astarlı gayet güzel. Bir tek arka kalça kısmındaki dikiş yeri hoş değil.,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
20 Temmuz 2024,Boy: 172cm,Kilo: 70kg,Beden: 38,"Naylon kumaş, yazın asla giyilmez",TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
13 Temmuz 2024,Boy: 173cm,Kilo: 92kg,Beden: 42,"Asla fotoğrafta gözüktüğü gibi efil efil dökümlü bi elbise değil. Kendi kumaşından daha kalın bü astar dikilmiş içine bu sıcakta nasıl giyilecek öyle bilmiyorum, bel lastikleri de fazla büzülmüş üst kısmı pot kalıyor asla beklentimi karşılamadı iade ediyorum",TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
12 Temmuz 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 34,o kadar kalın bir elbise ki. içindeki polyester astarı yakıyor. ve ağır bir elbise boydan boya astarli olduğu icin. astarsiz olsa daha akıcı bir elbise olurdu. yoksa renk olarak vs aynen burada göründüğü gibi. kumaşı 25 derece havasına ancak uygu ona göre alın,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
09 Temmuz 2024,Boy: 167cm,Kilo: 70kg,Beden: 40,"ürün çok çok güzel arkadaşlar,üstte duruşuda çok şık,ve kalın güzel bir astarı da var,tavsiye ediyorum,rahatlıkla alabilirsiniz,ve tam bedendir bilginize.",TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
06 Temmuz 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 36,harika bir elbise bu fiyata çok uygun. elbise boyuna kadar astarı var kumaşı kaliteli. ben kalıbı büyük görünüyor diye bir beden küçük aldım iyi ki öyle yapmışım. 169 boy 64 kilo 36 beden aldım yine biraz bol ama rahat hareket etmek için iyi . ben çok sevdim,TRENDYOLMİLLA Kiremit A Kesim Nakışlı Midi Dokuma Elbise TWOSS24EL00879
29 Ağustos 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 3XL,çok beğendim,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
19 Temmuz 2024,Boy: 163cm,Kilo: 72kg,Beden: XL,Tam bedeninizi alabilirsin mükemmel bi elbise beli ince gösteriyor göbüşünüz varsa da saklıyor mük :),Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
10 Haziran 2024,Boy: 168cm,Kilo: 98kg,Beden: 3XL,48 giyiyorum 3xl aldım tam oldu muhteşem bir elbise görseldeki gibi gönül rahatlığıyla kullanabilirsiniz,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
07 Haziran 2024,Boy: 173cm,Kilo: 90kg,Beden: 2XL,Bu fiyata abiye bulmak çok zor indirimle birlikte 570 TL ye geldi 173 boy 90 kg 2xl aldım tam aldı içindeki kısmı da gayet uzun kısa değil ve önündeki detay göbeği kapatıyor teşekkürler ☺️,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
22 Temmuz 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,urun cok guzel ama 48 beden almistim 50 gonderilmis o yuzden buyuk oldu,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
20 Haziran 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,1 beden küçük bile alabilirsiniz 1.71 90 kg 3xl bol geldi çok güzel 😍🙌🏻,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
15 Haziran 2023,Boy: 164cm,Kilo: 45kg,Bilgi mevcut değil,güzel ürün,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
31 Mayıs 2023,Boy: 170cm,Kilo: 48kg,Bilgi mevcut değil,Beğendim bir bedene kadar küçük alınabilir hatta,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
09 Nisan 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,aldığım elbise çok güzeldi kendi bedenimde ısmarladım ertesi gün elime geçti emeğinize teşekkür ederim.,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
09 Aralık 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 2XL,Harika harika harika tam beden alınmalı,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
26 Kasım 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 3XL,Duruşu çok şık ve çok rahat. Astarı aşırı kısa. 160 boy olmasına rağmen yürürken en yukarı sıyrılıyor. Kuyruğu biraz kestirip astara ekledim. Kır düğününde kimse anlamadı.,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
17 Kasım 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 4XL,askılarda bir uyumsuzluk söz konusu üstü büyük altı küçük geldi. iç kumaş üst bedene göre biraz daha büyük ve uzun olabilirdi. bir yıldızı beden uyumsuzluğuna kırdım,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
10 Ekim 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 2XL,zayıf gösteriyor kendi bedeninizi alın,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
08 Eylül 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 3XL,çok zarif bir elbise kendi bedeninizi alın,Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000
