Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
16 Ocak 2025,Boy: 170cm,Kilo: 60kg,Beden: 38,kumasi cok saglam durmuyor ama durusu kollari falan cok guzel. boyu da bilegimin ustunde bitiyor. ben 38 aldim tam oldu,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
17 Kasım 2024,Boy: 163cm,Kilo: 70kg,size: 42,Ürün mükemmel kumaşı dokusu duruşu harika tam beden,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
05 Şubat 2025,Boy: 158cm,Kilo: 50kg,Beden: 36,boyum kısa tam boy olur diye düşündüm ama yinede kısa kaldığını göz önünde bulundurun(bilekten 5parmak yukarıda kaldı). onun dışında elbise güzel kollarında astarı yok. tesettürlüler için içine badiyle gayet güzel olur.,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
31 Ocak 2025,Boy: 175cm,Kilo: 70kg,Beden: 40,Çoooox güzell aşırı beyendimmmm,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
29 Ocak 2025,Boy: 158cm,Kilo: 54kg,Beden: 36,çok güzel tam beden alın üst bedeniniz de olur altı salaş duruyor 158 54 kiloyum s beden tam oldu çok güzel tavsiye ederim boyu fotoğraftakine göre bı tık uzun sadece,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
25 Ocak 2025,Boy: 175cm,Kilo: 80kg,Beden: 42,Super super super,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
24 Ocak 2025,Boy: 160cm,Kilo: 55kg,Beden: 38,Edep sen ne güzel şeysin elbisesi ahaha kızlar alın valla dolabınızda kalsın nolur nolmaz. Giy çık bir elbise. Ben normalde 36 bedenim 38 alıyım dedim yine güzel durdu bence.,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
08 Kasım 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: 42,"Ürün tam olarak resimdeki gibi. Rengi, dokusu, çok güzel. Fiyatına göre kalitesi çok iyi. Üstelik indirimdeyken aldım. Günlük ve ya özel günlerde de giyile bilir. Satıcı ve kargo hızlıydı. Çok teşekkür ediyorum.🙏",TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
25 Eylül 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,elbise boyu aşırı uzun oldu boyum 1.60. terzide kestirip kullanıcam. kolları çok kötü görünüyor tesettürlü elbisesi gibi uçlarını kestirip lastik taktiricam. ama rengi çok ağır şık duruyor,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
19 Eylül 2024,Boy: 158cm,Kilo: 48kg,Beden: 36,Çok beğendim kumaşı harika açık ama usturuplu giyinen kızlar için çok güzel boyu rengi ve desenini beğendim.,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
06 Mart 2025,Boy: 162cm,Kilo: 70kg,Beden: 40,elbise çok güzel yalnız kalıbı dar iade ettim mecburen bir beden büyük sipariş ettim,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
22 Şubat 2025,Boy: 165cm,Kilo: 64kg,Beden: 40,ürün çok güzel ama tesettürlü arkadaşlar merhaba için uygun değil kolları tül ve boyu da kısa ayrıca bir beden büyük alınabilir,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
19 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,çox iyi teşekkürler,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
21 Aralık 2024,Boy: 155cm,Kilo: 52kg,Beden: 42,",tam beden,kalite normal,dikişi bel kısmından bir az eyri dikilmiş",TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
23 Kasım 2024,Boy: 155cm,Kilo: 75kg,size: 40,çok güzel elbilse tavsiye ederim göründüğünden daha canlı renkleri,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
21 Ocak 2025,Boy: 170cm,Kilo: 75kg,Beden: 42,çok guzel 😌,TRENDYOLMİLLA Mavi Çiçek Desenli A Kesim Dik Yaka Midi Astarlı Şifon Dokuma Kışlık Elbise TWOAW25EL00173
24 Haziran 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,"curvenin 46 beden tum urunleri tam olurken, bu elbisede aldigim inanilmaz kucuk geldi. etiketinin yanlis basilmis oodugunu dusunuyorum. verilen beden olculeri ile tutmuyor. elbise durusu,uzunlugu ,kumasi guzel.",Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
19 Haziran 2023,Boy: 168cm,Kilo: 105kg,Bilgi mevcut değil,ben cok begendım kumaşi tiril tiril teşekkür ederim. 🌺🌺,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
16 Nisan 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,çok iyi beden olarak rahat 48 beden alsam tam olurmuş ama salaş da çok şık,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
09 Kasım 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,Normalde 46-48 beden giyiyorum yalnız kalıpları çok geniş 44 alırsanız bile rahatlıkla olur,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
02 Kasım 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,uzunluğu çok iyi boy 1.60 kilo 86 46 beden tam oldu,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
12 Ekim 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,"165 boy 85 kiloya çok guzel durdu, ozel bir kokteylde giydim herkes çok beğendi cok şık olmuşsunuz dedi kizlarrrrr alın aldırın boyu da güzel oldu 165 e bileğimde oldu",Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
16 Eylül 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 44,dün akşam sipariş verdim bu sabah teslim aldım inanamadım.🥰 Elbise gerçelten çok güzel. Her ortamda rahatlıkla giyilebilecek bir elbise. Fiyatı da çok uygun. tam bedeninizi alabilirsiniz. boyum 1.63 ayak bileğimden 3-4 cm yukarda duruyor. boyu 1.60 dan kısa olanlara fazla uzun gelenilir sadece. .,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
08 Eylül 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,Korkarak sipariş verdim fakat aşırı güzel uygun fiyat çok rahat biraz salaş dursun istiyorsanız kendi bedeninizden bir beden büyük söyleyin tabi boy ölçünüzde 1.70 üzeriyse alın yoksa kestirmek zorunda kalırsınız bilginiz olsun.,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
07 Eylül 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,163.85 kilo 48 beden salaş oldu bayıldm,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
30 Ağustos 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,Ürün çok güzel sadece 1.70 boyundayım elbise bileklerimden de aşağıda durdu kestirilmesi gerek 3 4 parmak kadar. 104 kg 48 beden aldım hafif bolluk oldu kumaşı tiril tirillll,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
25 Ağustos 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,"Normalde 42 beden giyiyorum,yorumlari okumadan kendi bedenimde siparis verdim ama sardi ve kollari dar geld fakat kumasi harikai 2 beden buyugunu siparis edecegim iade",Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
28 Temmuz 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,baayııııldııımm çok güzel tam istediğim gibi oldu.fiyatida çok uygun.174 boy 94 kilo 46 beden aldım tam oldu.,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
20 Temmuz 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,Anneme hediye olarak aldım. 100 kilo kendisi 48 beden çok güzel oldu,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
19 Temmuz 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,kumaşı duruşu çok güzel. resimde belli olmuyor ama bele kadar fermuarlı arkadan. ancak yorumlara bakarak 46 beden sipariş ettim 42 bile olurmuş. aşırı bol duruyor. terziden geçtikten sonra çok daha iyi olacaktır. 163 boy 90 kg vücut tipine göre değişir ama 42-44 ideal 46 ALMAYİNN,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
18 Temmuz 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,Ürün güzel hafif esnek 52 beden 48 beden aldı ama bi tık dar oldu,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
07 Temmuz 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 50,Güzel ürün,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
30 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,ürünün kumasi dokusu çok güzel 1 60 boyum 93 kiloyum beden olarak 48 Tam oldu bna boyu biraz uzun geldi bna topuk hizami komple kapattı bi terziye götürüp kisaltirabilirim alacak olanlara umuram yardımcı olabilmisimdir,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
28 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 44,174 boy 94 kiloyla 46 beden almistim cok buyuk oldu etegi yere suruluyordu ust bedeni asiri buktu iade edip bir beden kucugunu alma karari verdim ancak bir beden kucugu de balik elbise gibi oldu tum vucut hatlarimi ortaya cikardi hamile gibi gobegim ortaya cikti bence bedenlerinde sıkıntı var cok uzgunum su anda,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
27 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 50,Boyum 1.73 cm boyu tam oldu çok beğendim kumaşida çok güzel tam mevsimlik kargoda çok hızlıydı bir günde elime ulaşti teşekkür ederim,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
25 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,Tek Kelime ile mükemmel harika bayıldım kumaşı çok güzel efil efil tam yazlık ben 163 boyunda 90 kiloyum çok güzel durdu 46 beden aldım boyuda çok iyi tesettürlüler bir gömlek ile harika bir şekilde kombin yapabilir,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
22 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 52,"Ürünün rengi ,kumaşı tam resimde göründüğü gibi geldi, ürün tam kalıp 170 boyunda 102 kg ım basenlerim geniş olmasına rağmen hiç fazlalıklarımı çıkarmadı 48 beden oldukça güzel oldu.yaz aylarında efil efil tam bir giy çık Elbisesi",Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
22 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 44,Bir beden büyük almanızı öneririm. Tabi salaş bir görüntü istiyorsanız.,Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595
